text,label
俄罗斯地震死亡人数升至人年月日新华社莫斯科月日电记者高帆俄罗斯南方个地区日发生的地震已造成人死亡俄塔社援引车臣共和国卫生部长阿赫玛托夫的话报道说地震目前已造成该共和国人死亡当地医院已接收伤员人俄罗斯紧急情况部车臣分部提供的数据显示地震还造成该地区部分医院超市及民房倒塌山区多条道路损毁严重位于俄南部的达吉斯坦车臣印古什北奥塞梯共和国及斯塔夫罗波尔边疆区当日均发生不同程度地震震中位于车臣共和国目前救援工作正在紧张进行中,地震
甘肃天祝发生级地震青海门源震感强烈年月日中新网西宁月日电记者刚刚从青海省地震局获悉甘肃省天祝县发生级地震后青海省海北州门源县朱固乡震感强烈月日时分在甘肃省武威市天祝藏族自治县北纬度东经度发生级地震震源深度千米记者从青海省政府应急办了解到截至目前尚未收到关于门源县人员伤亡和财产损失的报告,地震
河南渑池级地震煤矿巷道被损人遇难月日时分我省渑池县果园乡附近发生级地震分钟后义煤集团公司千秋煤矿突发冲击地压造成米米处巷道瞬间被损正在该段修理巷道的名矿工被困井下冲击地压发生后义煤集团公司迅速成立了抢险救灾领导小组紧急启动应急救援预案实施抢险救援河南省委省政府高度重视省委书记徐光春代省长郭庚茂分别作出重要批示要求组织力量全力抢救被困人员千方百计减少损失副省长史济春国家煤矿安全监察局省国资委省煤炭工业管理局省煤矿安全监察局和三门峡市的领导连夜赶赴现场指导救援工作并到医院看望正在接受治疗的获救矿工截至月日时名被困矿工中人死亡人获救获救矿工正在医院接受治疗没有生命危险据专家初步分析此次冲击地压系地震诱发所致另据介绍冲击地压目前系世界性难题尚无法预测和有效解决另据了解千秋煤矿系多年的安全生产先进单位投产年来从未发生类似的人员伤亡事故,地震
西藏班戈县级地震发生在无人区影响有限中新社拉萨六月三十日电记者柳俊武记者今日上午从西藏自治区地震局了解到二十九日晚发生在西藏班戈县的五点五级地震震区基本属无人区地震影响有限此前西藏地震局已经对包括该县在内的藏北四县学校企业等抗震设防情况进行了初步了解并提出了相关建议据中国国家地震台网测定北京时间六月二十九日二十时四十七分在西藏班戈县发生五点五级地震震中距班戈县城约三百七十公里据西藏地震局办公室一负责官员介绍此次震区属于西藏地震多发带平均海拔约五千米人烟稀少他们向邻近的双湖区县级建制了解情况当地几乎没有震感五月中旬西藏地震局由局长率调查组已对包括该县在内的藏北四县的学校医院部分企业完成抗震设防调查并向自治区提交了一份相关建议报告据悉目前西藏已拟在全区开展学校抗震设防调查同时向边远地区救援队伍增加配备救援设备完,地震
威海地震威海地震最新消息年月日据山东省地震台网测定月日时分我省乳山市发生级地震烟台市牟平区栖霞市震感强烈截止时分没有接到人员伤亡和房屋倒塌的报告地震专家会商认为本次地震为正常地震活动事件月日时分乳山市东经度北纬度发生级地震威海乳山市烟台市牟平区栖霞市震感强烈荣成等有震感大众网记者从山东省地震局了解到震后山东省地震局立即启动地震应急预案召开紧急地震会商会分析研判震情趋势同时派出了副局长林金狮带领的人现场工作队第一时间赶赴震区开展灾害调查流动地震监测应急宣传等工作威海烟台青岛市也派出现场工作队赶赴震区开展流动地震监测工作,地震
水暖器材店失火消防官兵救出人来源城市晚报长春城市晚报四平讯月日早位于四平市铁东区南一纬与南二纬路之间南八经街的一家水暖器材商店发生火灾消防官兵到达现场后很快将火扑灭成功救出四名被困人员火灾发生在当日早指挥中心接警时间是点分失火的是梓祥水暖器材商店位置在铁东区富仁缘小区七号楼门市房火是从一楼着起的有四个人被困在二楼其中有一个三四岁的小女孩记者赶到现场时明火已被消防官兵扑灭一位消防战士正在用专业器具破拆二楼窗户上的防盗网防盗网被拆开后消防战士进入屋内首先将小女孩救出随后一对老年夫妇和一名中年男子从消防二节拉梯上逃了出来据那名老年妇女讲火灾是由于她家人早上做饭时使用液化石油气罐不慎造成的若不是消防队员们来得快后果可就不敢想了记者高德臣报道,火灾
家里的浴霸着火了幸好浴室里没有人今天上午点分租住在市区接官亭小区的蔡女士正准备出门上班突然家中浴室飘出阵阵浓烟这可把她吓了一跳推门一瞧原来是浴霸着火了,火灾
南京兴隆大街发生火灾现场有爆炸声年月日现代快报快讯南京兴隆大街现场有爆炸声现代快报马晶晶在现场听到前后三声爆炸火还在烧兴隆大街一小作坊发生火灾虽然救火队来了很多但是由于堵塞加上消防通道缺失使得火势一直难得到有效控制里面隐隐还有鞭炮声不断传出时分建邺区兴隆大街号一民房失火消防部门接警后立即调集兴隆特一汉中门共个消防中队赶赴现场失火建筑为大跨度单层厂房结构总面积约平方米内部分割成多个隔断房间用于居住或储存物品目前现场明火已基本扑灭消防官兵正在进一步清理暂无人员伤亡,火灾
草垛夜间连连失火消防小时扑救起来源内蒙古晨报本报讯月日晚上点至月日凌晨点鄂尔多斯市达拉特旗树林召镇国道公里周边村庄一村民家蔬菜大棚突发大火家村民家草垛起火情况紧急请求扑救消防指挥员在前往火灾现场的途中电话指导报警人组织村民先对火势进行有效控制抵达火灾现场后只见现场周边浓烟滚滚一片火海了解情况后指挥员立即指挥消防官兵进行扑救点半左右达旗新能能源企业消防队派出辆消防车到场增援经过全体人员连续小时的奋战月日凌晨点起火灾被成功扑救,火灾
象州一超市突发大火火魔吞噬余万元商品年月日广西新闻网象州讯月日清晨象州县城建新路与朝阳路交叉路口的一超市突发大火象州县消防公安交警武警中队等部门近百余人赶赴现场经过个多小时的奋力扑救最终将大火扑灭火灾过火面积约平方米价值余万元的商品被大火吞噬所幸无人员伤亡当日清晨时分象州县消防大队接到象州县公安局指挥中心报警调度后迅速出动名消防官兵辆消防车赶赴现场到达现场后发现超市内部一片火海凶猛的大火开始向超市周围的民房和店铺蔓延一组消防官兵迅速出两支水枪进行灭火另一组消防官兵则协同在场的民警在超市东南两面设立警戒线禁止围观群众进入或靠近同时消防官兵与公安局民警组成个疏散小组共同对超市毗邻居民房和店铺内的群众进行疏散上午时分许经过紧张救援该超市火势得到压制消防官兵慢慢深入超市内部灭火彻底消灭余火时分许超市火灾被成功扑灭造成火灾事故的原因还在进一步调查中,火灾
瑞典一家仓库起火鲱鱼罐头变炸弹射入民宅中新网月日电据外媒报道近日瑞典东海岸一所仓库突发大火导致仓库内的鲱鱼罐头发生爆炸并被炸飞出仓库数百米报道称起火时仓库内有四名管理员正在休息在发现火情后迅速逃离了现场所幸没有受到任何伤害,火灾
暴雨天东莞一纸厂起火火灾或因雷电引起年月日本报东莞讯记者陈臣吴城华昨日时许东莞万江新村卢屋工业区的一家纸品厂突发大火过火面积余平方米浓烟周围十余公里外都能见到由于仓库纸品堆积较多加上风势助燃消防部门前后出动了辆消防车共派出名指战员驰援最终于上午时许将火情控制所幸大火没有造成人员伤亡昨日上午时许记者接报赶往现场在南城与万江的交界处已能看见十余公里外的滚滚浓烟点不到我就听到报警器不停地响一开始还以为是有贼偷车起来一看才知道原来纸厂起火了起火纸品厂附近居民徐先生说当时浓烟像云雾一样把周围的天空都笼罩了记者向现场消防人员了解得知大火大概发生于早晨点多钟虽然不时下雨但仓库内纸品堆放较多加上大风的天气使得火势加大很难彻底扑灭加上顶部铁架随时有坍塌的危险所以一时不敢靠得太近这些因素也给灭火工作带来了很大的麻烦一名消防人员告诉记者时分许隐约还能看见仓库内有明火燃烧不时发出噼噼啪啪声至于大火发生的原因现场一位指挥灭火工作的相关负责人称可能是雷电击坏了电表或其他设备进而引发大火具体原因还有待调查同时记者也了解到起火点为一纸品厂的仓库平时堆放着该厂的一些半成品和回收的废旧纸张等除了看管该仓库的工作人员外并无其他员工在此居住或工作因此大火幸未造成人员伤亡不过直至昨日下午时许记者离开起火现场时大火才基本熄灭,火灾
云南大理森林火灾明火扑灭过火面积约亩新华网昆明月日电记者吉哲鹏记者从云南省大理市委宣传部获悉经过名专业扑火队员个小时的奋力扑救发生在大理市下关镇温泉村委会南面山坡的森林火灾明火已于日时分全部扑灭现已转入余火清理阶段森防部门也调派直升机参加余火清理日时分大理市下关镇温泉村委会南面山坡发生森林火灾经大理市森林公安局初步调查起火原因为村民烧杂草引发初步统计过火面积约亩案件正进一步调查中,火灾
香格里拉大火事件年月日凌晨时分位于云南迪庆藏族自治州州府香格里拉县的独克宗古城发生大火起火原因已经查明为客栈管理者用火不慎引起火灾截至年月日时分古城内明火已经被扑灭消防官兵还在搜寻是否有人员被困据初步统计火灾烧毁房屋多栋初步测算已造成经济损失达亿多元人民币,火灾
北京西单购物中心发生火灾未有人员伤亡年月日中新社北京六月十四日电记者杜燕北京市西单购物中心十四日凌晨发生火灾所幸未有人员伤亡火灾发生于十四日凌晨一时四十五分左右过火面积约一百一十平方米北京市一一九消防指挥中心接到报警后立即调派九个中队的四十部消防车共二百六十名官兵赶赴现场实施紧急扑救凌晨二时四十五分左右明火被全部扑灭据了解造成西单购物中心一楼部分商铺被毁最先冒烟起火的是位于中心一层西侧的育青食品消防部门赶赴现场后在第一时间对商场内七十九名值班工作人员进行了快速疏散十四日上午西单购物中心外围拉起警戒线并用绿色布围将整个购务中心一二层围起多处赫然贴上了印有内部装修暂停营业的字样而中心临街多个小商铺也都大门紧闭不过购物中心门前的西单北大街交通并未受到影响与之相邻的西单商场亦未受到影响照常营业,火灾
大火吞噬门面房太原新闻网讯昨日下午时许南内环桥西龙城五交化市场内一家销售三轮摩托车的门面房突然起火且有蔓延趋势因为起火点与旁边一电脑商场距离不到米为避免出现更大险情市消防支队紧急调集多个中队赶至现场经过半个多小时的扑救大火被扑灭事故并未造成人员伤亡晚上时分记者赶到时现场火势已经得以控制消防人员正在进行勘查失火的是龙城五交化市场内的一处专营三轮摩托车的门面房过火面积达平方米左右该门面房外的大块有机玻璃窗全部破裂散落在地上房内用于吊顶的板材燃烧殆尽房内整排罗列的三轮摩托车此时只剩骨架几乎全部报废现场一片狼藉充斥着大量胶皮气味记者看到与该门面房紧邻的是一家电脑商场火势并未殃及周围事发时间是时分左右当时我正在外面和客户谈生意扭头一看怎么店里突然蹿出了火苗赶快找来盆子接水扑救可赶不上火势蔓延的速度等接第二盆水的时候大火已经把整个店都吞了根本就进不了门据该店老板尚先生介绍事发时门面房内并没有人不知为何会突然起火据初步统计该店内辆崭新的三轮摩托车以及部分生活用品被烧毁损失估计在万元左右,火灾
南宁步行街起火十几间房子被烧百人安全疏散月日下午南宁市兴宁路步行街上的号三楼一民房突然起火火势迅速蔓延十几间房子被大火吞噬市民和店主等数百人被安全疏散消防民警和市政等部门的多人奋战一个半小时终于将大火扑灭火灾没有造成人员伤亡目前消防部门正在调查火灾原因和损失,火灾
兰州火灾事故年月日年月日兰州消防官兵在紧急处置泰生大厦顶部火灾当日时分许位于甘肃省兰州市张掖路的泰生大厦顶部发生火灾兰州消防共调集个中队台消防车近名消防官兵前往救火经过个小时的紧张扑救火灾于时分许扑灭据了解过火面积约平方米大火没有造成人员伤亡,火灾
广东一家庭作坊火灾致人窒息死亡年月日浙江在线新闻网站月日下午时分普宁市军埠镇一家庭作坊主要生产内衣发生火灾时分火势被扑灭截至发稿时现场解救出名群众人不同程度受伤送医院救治接报后揭阳市委市政府高度重视揭阳市委书记陈绿平迅速作出批示要求普宁市及有关部门全力组织搜救尽全力抢救伤员同时立刻指派揭阳市委常委常务副市长陈澄民揭阳副市长市公安局局长谢耀琪赶赴现场并成立事故处置小组负责事故处置工作揭阳市消防部门出动台消防车名消防员立即赶赴现场灭火普宁市党政主要负责同志第一时间赶赴现场全力组织灭火和人员救治工作目前相关善后工作正有序进行中,火灾
瑞安一停车场发生大火隔壁有油罐年月日温州网讯昨天凌晨瑞安市飞云镇南港村温州浙南汽车设备回收有限公司瑞安分公司停车场内突发火灾多辆废旧摩托车与废旧汽车被烧毁昨天下午温州浙南汽车设备回收有限公司瑞安分公司停车场工作人员正在核对烧毁的摩托车发动机编号记者注意到数百辆摩托已被烧得只剩下空架子现场一片狼藉该公司副经理张先生说停车场占地平方米有多辆废旧汽车与废旧摩托车火灾发生后多辆废旧摩托车与多辆废旧汽车被烧毁另外堆放在停车场内的吨塑料吨废旧车胎也被烧毁损失还在统计,火灾
四川绵阳化工厂发生火灾浓烟遮天蔽日年月日年月日四川德阳绵竹市新市镇的龙蟒集团一生产硫酸亚铁的车间发生火灾台消防车和多名官兵赶到现场救火经初步调查过火面积约平方米燃烧物质主要为管电缆橡胶皮带机电设备等物质据悉现场未发生爆炸也无人员伤亡起火原因和财产损失当地有关部门正在调查中,火灾
四平铁东区一店铺发生火灾人被困火海来源新文化网月日时分四平市公安消防支队特勤消防接到指挥中心调度命令位于铁东区南一纬七马路一家水暖件店铺发生火灾有人员被困接到报警后中队迅速出动辆水罐消防车辆器材消防车名指战员赶赴火灾现场经过分钟全力救援名被困人员被全部救出并转移到安全地带同时火势得到了有效控制经过分钟的奋力扑救大火被扑灭为确保安全指挥员根据现场情况对起火部位及其周围实施了冷却降温防止发生复燃时分在确保现场无复燃可能后中队官兵移交现场后收整器材归队,火灾
广州白云区大火一家六口死亡年月日年月日广州白云区发生火灾一栋层民宅的楼发生大火惠州来广州打工的一家口全部在火灾中不幸死亡只有家里的小花猫存活下来具体的起火原因还在进一步调查广州警方表示昨日凌晨时分接报称在三元里大道沙涌北村涌南街一巷号一栋层民宅的楼发生火灾时分明火被全部扑灭经初步核查现场人均因烟熏致死何某某男岁广东五华人卓某某女岁广东五华人及四名子女过火面积及起火原因正在进一步调查中事发后省委常委广州市委书记万庆良市长陈建华副市长谢晓丹和市有关部门负责人白云区主要领导及区公安应急安监等第一时间到场处置开展应急救援及善后工作,火灾
温岭鞋厂火灾人死亡年月日月日时分浙江温岭市城北街道杨家渭村台州大东鞋厂发生火灾经公安消防等部门全力扑救大火在时分被扑灭目前已经造成人死亡现场救出多名职工目前温岭市第一人民医院己收治名伤员其中人为呼吸道灼伤一人为骨折所有伤员情况稳定没有生命危险此外还有名获救人员仍在医院留院观察,火灾
手机充电器爆炸引发大火致死伤昨日凌晨发生在海珠区南村路一民居的一场大火导致家中两位老人死亡女主人跟小女儿受伤根据警方初步调查结果是电路短路导致手机充电器爆炸引发火灾昨日凌晨时分记者赶到南村路事故现场时大火已基本被消防员扑灭由于险情仍未最后排除大批受影响的居民不能回家站在路边观望起火的确切地址为南村路号房起火时间为凌晨时左右一名住在对面楼房楼的住户说我看到对面楼房冒出大量的黑烟一对母女站在阳台抓着防盗网大呼救命大院当晚值班看门的何先生称他最先发现房冒烟于是大声呼叫住户起床逃生并报警何先生说很快消防队员破门而入将房间中的两母女救出火海那家人我认识女人叫阿琼救下来时还能说话她说她的父母还在屋内接着她们被送去医院抢救时分险情基本排除民警与消防队员上门搜索证实两位老人已在大火中丧生,火灾
园湖路艺术学校舞台发生火灾年月日早上点分南宁消防接到报警称圆湖路艺术学校舞台发生火灾指挥中心一次性调派了特勤朝阳两个中队辆消防车名官兵赶赴现场处置校园君温馨提醒临近期末年底各大院校节庆活动较多在节目排练和道具选择上一定要注意防火安全,火灾
滨州一酒店突发火灾辆消防车救援灭火齐鲁网讯年月日下午滨州一正在装修的格林豪泰酒店发生火灾齐鲁电视台独家栏目组奔赴滨州进行火灾的现场报道到目前为止大火已经被扑灭在火灾后的新闻发布会上我们了解到此次火灾过火面积达平方米滨州消防支队共出动辆消防车多名消防官兵进行灭火疏散群众名救出被困人员名此次火灾并没有造成人员伤亡起火原因目前正在进一步调查之中,火灾
北京库房火灾中人亡本报讯据北京市公安局官方微博平安北京最新消息昨日凌晨时许警方在小武基村火灾现场又找到一名遇难群众截至目前火灾已造成人死亡月日时分许北京市朝阳区小武基村一库房着火接报警后北京市公安局先后调集个消防中队辆消防车赶赴现场开展灭火工作目前火已完全扑灭过火面积约平方米目前名受伤人员正在医院救治警方已将两名出租房主控制起火原因正在调查中,火灾
虹口区赤峰路弄一民住宅起火无人员伤亡月日上午时分左右虹口区赤峰路上一居民家中的厨房突然起火火焰夹着浓烟冲出窗外平米左右的厨房基本烧毁新民网记者了解到火灾还波及到隔壁的卧室卧室的挂式空调被烧坏天花板漆黑一片起火时户主不在家中火灾幸未造成人员伤亡新民网记者时分赶到火灾现场时火已被扑灭不过在小区门口仍可闻到烧焦味楼房外可看到救火时顺楼梯淌出的水流据这家女主人沈女士称火灾发生时房内没人厨房正在使用电饭堡火灾可能系由电饭煲电线故障引起记者在户主家中看到平米左右的厨房基本烧毁火灾还波及到隔壁的卧室卧室的挂式空调被烧坏悬在半空天花板漆黑一片窗外黑烟冲天一股浓烈的焦臭味随风飘来还以为自家的空调着火探出窗外才知道原来是楼下厨房起火了楼下厨房的位置浓烟滚滚窗户附近已经着火了火焰夹着浓烟冲出窗外正在向四周蔓延住在事发地点楼上的一位居民回忆起火之后该居民立即报了火警据附近居民刘先生称事发当时火势很大上午时许两辆救火车赶到事发现场至上午点分左右才将火势控制住所幸火灾中并无人员伤亡,火灾
湖南一造纸厂数千吨芦苇起火小时扑灭益阳市大通湖区金北顺造纸厂芦苇堆场发生火灾着火部位于该堆场的北角堆场内存放有大型芦苇堆垛个共有万多吨的芦苇火灾发生后益阳岳阳常德地消防官兵用了个小时彻底将大火扑灭当晚时分大通湖区消防大队接到该区金北顺造纸有限公司报警称厂区内芦苇堆垛发生火灾接警后大队迅速出动台消防车名官兵赶赴现场由于芦苇堆垛上的芦苇已被晒干消防水枪无法对现场火势进行有效控制大火从两个堆垛迅速蔓延到个堆垛且火场火势已处于猛烈燃烧阶段烟雾很浓幸运的是火灾现场无易燃易爆等危险源无人员被困经过全体参战人员奋力扑救到日凌晨时火势得到有效控制上午时大火基本被扑灭根据现场情况为防止死灰复燃消防人员迅速开展余火清理工作到中午时在台挖掘机的配合下余火被彻底扑灭周边堆垛万多吨价值近千万元的芦苇被保住了经消防部门初步查明这起火灾系该厂员工在转运芦苇时违规操作所致目前名违规操作的工人已被警方控制,火灾
台湾彰化县一间面包店发生火灾人死亡中新网月日电据台湾中央社报道台湾彰化县员林镇一间面包店今天清晨发生火警人丧生由于尸体焦黑难辨警察仍在确认人身分彰化县消防局今天早上时左右接获报案称彰化县员林镇中山路一段一处民宅传出火警意外消防车前往现场灌救发现失火的民宅是一间面包店大火熄灭后发现店内有名死者死者身份暂难确认,火灾
武昌小吃街发火灾延烧家店面商户抢出煤气罐年月日汉网武汉晚报本报讯记者杨京昨天早上武昌雄楚大道小何村一条小吃街内发生火灾火势蔓延后殃及家小吃店记者赶到现场大火已经被扑灭几个从火场中抢出的煤气罐放在路边起火的是一排出售各种小吃的门面均用彩钢板搭建而成屋顶已经被烧塌市民刘女士是一家炒面铺的老板娘她告诉记者昨天早上点这排小吃店大多没有开业突然与自家相邻不远的熟食铺里冒出浓烟进而便有明火蹿出由于火势蔓延较快加上起火店铺的卷闸门尚未开启附近商户均不便自行扑救只来得及赶紧将店内的几个煤气罐抢出随后拨打报警消防官兵很快赶到将火扑灭共有家店铺在火灾中受损火灾原因尚在调查当中,火灾
广西贵港一涂料厂溶剂油罐发生火灾无人员伤亡年月日中国警察网讯月日时分广西贵港市西江农场一涂料厂溶剂油罐发生火灾大火燃烧产生大量滚滚浓烟腾四周毗邻厂房房屋受到威胁贵港市消防支队指挥中心接警后迅速调集特勤港北港南覃塘个中队辆消防车名官兵前往扑救时分大火被成功扑灭未造成人员伤亡,火灾
合川百年小吃店起大火疑因厨师炒咸菜导致年月日本报讯记者裘晋奕昨晨点过合川区柏树街号居民楼下临街抄手店突发大火浓烟直冲楼上户居民全部惊醒不少人还吸入大量烟雾咳嗽一上午都未见好转上午点过记者赶到事发现场时大火已被扑灭个多小时不过站在距离出事门面米远处就能闻到一股浓烈的焦糊气味记者看到出事门面叫做吕氏鸡肉抄手店当时已经关门歇业门上贴着一纸落款为月日的致歉告示据了解失火的吕氏鸡肉抄手店系合川名小吃在当地已有百年历史合阳城街道办事处安监办王先生介绍发生火灾后工作人员也赶到现场维持秩序出事时有厨师在炒制咸菜可能就是因此起火的同时合川区市政委市政监察执法大队的高队长证实吕氏抄手店之前就因违章搭建多次受到处理不过起火原因是否与违章搭建有关合川消防支队和当地警方已介入调查,火灾
南京一层高楼发生火灾年月日人民网南京月日电记者申琳今日时分左右南京市山西路层高的中环国际大厦空调外机井着火过火面积约平方米经扑救时分明火被完全扑灭南京市政府办公厅发布消息说火灾中无人员伤亡南京市消防支队接到市公安局指挥中心传警后先后调集鼓楼侯家桥等个消防中队和战勤保障大队辆消防车名消防官兵赶赴现场救援力量到场后在现场指挥部的指挥下立即展开火情侦察启动建筑内部消防设施进行排烟同时组织个作战小组深入各楼层疏散被困人员利用内部消火栓进行灭火时分火势得到控制时分明火被完全扑灭火灾发生后南京市政府秘书长魏克江苏省公安厅副厅长王琦江苏省消防总队总队长牛跃光等相继赶到现场指挥火灾扑救工作据初步调查中环国际大厦至层为裙楼至层为办公区域至层为住宅层为避难层高米总建筑面积约万平方米过火区域为外墙楼至顶层的两个相临空调外机井燃烧物主要为井壁的保温层过火面积约平方米消防官兵共从建筑内疏散出被困人员约人主要包括在裙楼商场中购物的人员在写字楼办公的人群和在该大厦居住的业主火灾中无人员伤亡目前火灾原因和直接财产损失正在调查之中,火灾
俄西伯利亚一民宅火灾致人死亡年月日来源新华网新华网莫斯科月日电记者曹妍俄罗斯西伯利亚西部秋明州一座私人住宅月日因天然气罐爆炸而起火导致人死亡其中包括名儿童据国际文传电讯社报道秋明州卡斯马卡瓦村一幢单层小木屋日凌晨发生火灾大火被扑灭后在烧毁房屋中发现具尸体其中包括名不满岁的儿童此外火灾还导致名女性受伤据调查火灾是由个天然气罐爆炸引起的,火灾
武汉汉正街火灾造成至少人受伤武汉月日电湖北武汉汉正街一塑料玩具和工艺品市场日发生大火目前至少造成人受伤其中一人伤势严重记者从医院方面了解到伤者多是吸入性损伤火灾发生在上午时分左右起火大楼共有层一至三楼是塑料玩具和工艺品市场四楼以上有多家住户在四楼还有一家幼儿园当地消防部门介绍说消防部门组织了辆防消车公安消防官兵多名迅速赶赴现场施救到时左右明火扑灭记者在现场看到起火现场一直浓烟滚滚弥漫着刺鼻的烧焦塑料味到时浓烟仍不见减少消防人员仍在向楼内喷水火灾发生后湖北省委省政府武汉市委市政府负责人高度重视省委书记罗清泉省长李鸿忠省委副书记市委书记杨松市长阮成发分别在第一时间作出指示积极疏散群众抢救人员控制火势据悉消防官兵已疏散起火楼房居民多人已知有名伤者被送到武汉市第一医院救治记者在医院了解到伤者多是吸入性损伤,火灾
法国西班牙和希腊等多国爆发森林大火南欧各国由于夏季高温各地森林大火频传数以千计的消防人员全力抢救试图控制火势在西班牙法国希腊及意大利南部萨丁尼亚岛的山林火灾至少造成八人死亡其中西班牙的受灾情况最严重西班牙在过去的四天里已经有六名消防人员殉职另外在意大利的萨丁尼亚岛也有两人因为丛林起火而丧生,火灾
澳大利亚年火灾高温致一夜间发生几百起火灾年月日月日据外媒俄罗斯报报道称位于北半球的澳大利亚现在正处于炎热的夏季而近日也到了高温酷暑的时候当地时间月日晚澳大利亚南部一夜间发生至少起火灾受炎热天气及雷雨天气影响澳大利亚南部一夜间发生至少起火灾灾情多集中在维多利亚州火灾发生后救援人员立即展开救灾行动目前大部分起火点火势已被控制,火灾
长江大桥昨晚一桥洞失火火灾持续个多小时新华报业网讯昨晚南京长江大桥回龙桥一桥洞失火火灾持续了个多小时因为失火桥洞悬在河面上消防人员很难进入施救最后两名消防队员用绳子系在腰上从桥面上空降到半空花了近半个小时终于把火扑灭据了解火灾因堆放在桥洞里的垃圾引起接到报料后记者立刻赶到了现场失火地点在南京长江大桥回龙桥上桥口金川河的出江口处记者只能在距离米远的地方观看在金川河正上方的桥洞里面火光熊熊空气中弥漫着布料和电线燃烧后的焦糊味消防人员已赶到了桥面但因为桥洞是悬在半空的普通的方法根本不能靠近桥洞不久记者看到惊险的一幕两名消防人员腰间系着绳子从桥面上慢慢空降到桥洞前方然后用水枪灭火随着水不断地冲击桥洞记者听到了噼里啪啦声应该是灼热的水泥被水冲击后发生了爆裂大约半小时后火被扑灭,火灾
昆明发生森林火灾市民称烟雾笼罩市区年月日中新网昆明月日电记者史广林日下午昆明市西山区棋台山发生森林火灾目前火势较大当日时许昆明市城区西边突然升起一团浓烟住在主城区的一位市民称浓烟遮天蔽日笼罩了市区大半个天空记者从昆明市森林防火指挥部获悉西山区团结镇棋台社区棋台山发生森林火灾森林消防人员已赶赴火场扑救,火灾
宜宾城区一大厦层处发生火灾或为外墙装饰材料引发四川在线宜宾频道消息刘学艳实习记者黄崧伦今日上午宜宾城区一大厦发生火灾目前火势被控制上午时分城区真武路树刚大厦发生火灾现场浓烟较大且有施工人员被困接到报警后宜宾市公安消防支队立即调动消防官兵赶往现场组织个搜救组进行搜救时分火势被控制被困人员被救出目前确定已无被困人员据现场目击者称此次火灾的起火原因不像由大厦里面住户引致的怀疑是大厦风貌整治外墙装饰材料引发火灾目前起火原因正在进一步调查中,火灾
珠海南屏一工厂突发火灾消防紧急救援年月日年月日上午时位于珠海南屏北山东桥工业区附件的旧工厂大厦冒起滚滚浓烟突发大火多名工人被困楼顶事发后消防官兵第一时间赶到现场进行援救具体起火原因正在进一步调查有网友称起火的原因可能是由于近期天气比较干燥工厂里面的防火设备没有及时更新及检查而且楼年久失修而导致这次火灾事故的发生,火灾
洪都拉斯首都一市场发生火灾洪都拉斯首都特古西加尔巴市中心一个市场日发生大火火势随即蔓延到附近的商业区和银行区但目前尚未有人员死伤的报告当地时间清晨点分左右位于洪首都特古西加尔巴市中心位置的科隆市场突然起火火势很快蔓延到附近一家以经营服装为主的街道并影响到了周边的银行和学校记者看到历史悠久的克隆市场几乎完全毁于火灾火灾现场附近的数十条街区都笼罩在浓烟之中洪首都消防总队发言人奥斯卡在接受新华社记者采访的时说为了控制火势他们出动了附近消防站全部的辆消防车和名消防员经过数小时的紧急扑救火势已经基本得到了控制但是暂时还未探明起火原因奥斯卡说由于火灾发生在清晨市场内商贩不多因此目前尚未有人员死伤的报告不过根据洪首都消防总队的记录本次火灾是首都地区近十年历史上最为严重的一次由于洪都拉斯因军事政变正处于敏感时期为防止激进分子借机滋事洪警方已经派遣大量警力前往现场维持秩序并开始调查火灾的真正原因,火灾
油罐爆炸起火燃烧小时年月日本报东莞讯记者代希奎黄维昨日上午时分左右麻涌镇南洲村东莞市港航船舶清污有限公司发生一起火灾事故时分许火势被扑灭消防部门先后出动了辆消防车支援事故没有造成人员伤亡目前火灾事故原因尚在调查当中目击者吴先生称最初爆炸起火的油罐较大火势较猛一时难以控制在上午时分左右第个油罐也被引燃在时分左右也发生了爆炸火灾发生后消防部门先后出动了辆消防车经过近小时的扑救消防人员在时分左右成功将火势扑灭经调查事故现场主要有两个储油罐着火火场过火面积约平方米由于起火地点远离居民区事故没有造成人员伤亡事后消防大队对火灾事故现场进行洒水降温处理并派专人留驻现场,火灾
吉尔吉斯中海市场发生火灾无中方人员伤亡年月日上午时吉尔吉斯斯坦比什凯克市中国商人集中的中海市场发生大火至下午时火场明火基本扑灭在火灾中市场售货大楼内部设施及所存商品被烧毁大楼主体结构受损严重所幸无人员伤亡获悉此事后中国驻吉使馆迅速启动应急机制张延年大使亲赴现场敦促吉方加强对中方商铺的保护避免灾后中国商户商品被偷被抢现象的发生张大使还慰问了市场内的中国商户表示将会尽力协助商户处理好善后工作目前火灾原因正在调查中,火灾
云南丽江束河古镇昨凌晨失火据中新社电据多名网友爆料日凌晨丽江束河古镇发生火灾起火点位于四方街往完小方向凌晨点发现火情到点多完全控制,火灾
